run_id,model_name,criterion,run_started_at,epoch,epoch_timestamp,train_loss,val_loss,is_best,learning_rate,epoch_duration_sec,num_params,batch_size,seed
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,1/200,2026-07-14 04:20:30,0.151950,0.124126,True,0.00010000,69.41,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,2/200,2026-07-14 04:21:50,0.120452,0.118779,True,0.00010000,66.99,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,3/200,2026-07-14 04:22:57,0.114957,0.116278,True,0.00010000,56.94,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,4/200,2026-07-14 04:24:00,0.110066,0.115288,True,0.00010000,53.82,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,5/200,2026-07-14 04:25:12,0.106398,0.113288,True,0.00010000,61.64,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,6/200,2026-07-14 04:26:17,0.104065,0.118558,False,0.00010000,55.54,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,7/200,2026-07-14 04:27:20,0.100681,0.113837,False,0.00010000,63.34,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,8/200,2026-07-14 04:28:17,0.097889,0.108282,True,0.00010000,57.13,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,9/200,2026-07-14 04:29:21,0.094165,0.106363,True,0.00010000,54.61,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,10/200,2026-07-14 04:30:26,0.092832,0.111167,False,0.00010000,55.75,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,11/200,2026-07-14 04:31:22,0.090036,0.108922,False,0.00010000,55.46,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,12/200,2026-07-14 04:32:19,0.088879,0.111947,False,0.00010000,56.79,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,13/200,2026-07-14 04:33:14,0.084393,0.105842,True,0.00010000,55.40,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,14/200,2026-07-14 04:34:24,0.081728,0.104775,True,0.00010000,60.35,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,15/200,2026-07-14 04:35:30,0.079530,0.104119,True,0.00010000,56.83,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,16/200,2026-07-14 04:36:35,0.077725,0.104193,False,0.00010000,55.64,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,17/200,2026-07-14 04:37:36,0.075398,0.106030,False,0.00010000,60.14,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,18/200,2026-07-14 04:38:32,0.072910,0.102701,True,0.00010000,56.47,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,19/200,2026-07-14 04:39:45,0.072182,0.103809,False,0.00010000,63.05,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,20/200,2026-07-14 04:40:40,0.069441,0.105670,False,0.00005000,55.58,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,21/200,2026-07-14 04:41:36,0.062896,0.100260,True,0.00005000,55.55,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,22/200,2026-07-14 04:42:40,0.058397,0.102808,False,0.00005000,54.93,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,23/200,2026-07-14 04:43:35,0.056854,0.102122,False,0.00005000,54.51,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,24/200,2026-07-14 04:44:49,0.055406,0.100574,False,0.00005000,73.91,101644581,8,42
Resnet50_fvs_20260714_041921,Resnet50_fvs,RMSELoss,2026-07-14 04:19:21,25/200,2026-07-14 04:45:43,0.054001,0.101511,False,0.00005000,54.10,101644581,8,42
